Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,getUserPlaylists,40121,0,140,137.59006391665247,1.1764000000766828,372.50399999993533,174.0,223.78261283597743,0.0,140,150,160,160,180,200,210,230,280,310,370
POST,getUsers,40683,0,140,140.7460366442998,4.680000000007567,384.206699999595,39974.0,226.91727618967798,0.0,140,150,160,170,180,200,220,230,280,320,380
,Aggregated,80804,0,140,139.1790253353792,1.1764000000766828,384.206699999595,20212.406514528982,450.6998890256554,0.0,140,150,160,170,180,200,220,230,280,310,380
