Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1780319659,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1780319660,100,,Aggregated,0.000000,0.000000,63,260,360,390,500,560,580,590,600,600,600,110,0,58,177.75320090913738,2.9261999998198007,604.178900000079,15512.045454545454
1780319661,150,,Aggregated,0.000000,0.000000,270,360,430,500,690,810,880,900,980,980,980,226,0,260,283.7141371681645,2.9261999998198007,980.4972000001726,14935.91592920354
1780319662,200,,Aggregated,92.000000,0.000000,360,570,690,770,1000,1100,1200,1200,1200,1200,1200,317,0,360,435.4098479495465,2.9261999998198007,1216.7865000001257,16025.473186119874
1780319663,200,,Aggregated,104.000000,0.000000,560,750,900,1000,1200,1500,1600,1700,1700,1700,1700,417,0,560,592.2227311750654,2.9261999998198007,1699.6963000001415,16543.268585131893
1780319664,200,,Aggregated,103.000000,0.000000,750,1000,1100,1200,1500,1600,1800,1900,2000,2000,2000,554,0,750,763.9585205776029,2.9261999998198007,1971.3323000005403,16149.093862815884
1780319665,200,,Aggregated,101.750000,0.000000,910,1100,1200,1400,1700,1800,1900,1900,2000,2000,2000,646,0,910,871.4357191950385,2.9261999998198007,2047.1582000000126,17071.453560371516
1780319666,200,,Aggregated,106.000000,0.000000,1000,1200,1400,1500,1800,1900,2000,2100,2200,2200,2200,737,0,1000,974.9911493894177,2.9261999998198007,2235.996000000341,17276.41383989145
1780319667,200,,Aggregated,105.000000,0.000000,1100,1400,1500,1700,2000,2100,2200,2200,2300,2300,2300,859,0,1100,1072.6338938300325,2.9261999998198007,2309.3643000001975,17336.96158323632
1780319668,200,,Aggregated,104.571429,0.000000,1200,1400,1600,1800,2000,2100,2200,2200,2300,2300,2300,969,0,1200,1128.0483031991737,2.9261999998198007,2309.3643000001975,17596.56037151703
1780319669,200,,Aggregated,104.000000,0.000000,1200,1400,1700,1800,2000,2100,2200,2200,2300,2300,2300,1077,0,1200,1161.9492192200626,2.9261999998198007,2309.3643000001975,17486.154131847725
1780319670,200,,Aggregated,104.777778,0.000000,1200,1400,1700,1800,2000,2100,2200,2200,2300,2300,2300,1187,0,1200,1190.9539801179478,2.9261999998198007,2309.3643000001975,17557.237573715247
1780319671,200,,Aggregated,106.700000,0.000000,1200,1500,1800,1900,2000,2000,2200,2200,2300,2300,2300,1319,0,1200,1218.94318658074,2.9261999998198007,2309.3643000001975,17438.28961334344
1780319672,200,,Aggregated,106.800000,0.000000,1200,1500,1800,1800,2000,2000,2200,2200,2300,2300,2300,1434,0,1200,1227.9362792886934,2.9261999998198007,2309.3643000001975,17361.470711297072
1780319673,200,,Aggregated,108.400000,0.000000,1200,1500,1800,1800,2000,2000,2200,2200,2300,2300,2300,1531,0,1200,1242.4971542129201,2.9261999998198007,2309.3643000001975,17621.407576747224
1780319674,200,,Aggregated,111.500000,0.000000,1200,1600,1800,1800,2000,2000,2200,2200,2300,2300,2300,1643,0,1200,1267.952900243449,2.9261999998198007,2309.3643000001975,17734.13146682897
1780319675,200,,Aggregated,110.500000,0.000000,1200,1600,1800,1900,2000,2100,2200,2200,2300,2300,2300,1745,0,1200,1288.7690669913966,2.9261999998198007,2309.3643000001975,17761.331232091692
1780319676,200,,Aggregated,108.400000,0.000000,1200,1700,1800,1900,2000,2100,2200,2200,2300,2300,2300,1854,0,1200,1303.4369141315979,2.9261999998198007,2309.3643000001975,17840.703883495145
1780319677,200,,Aggregated,109.900000,0.000000,1200,1700,1800,1900,2000,2100,2200,2200,2300,2300,2300,1960,0,1200,1320.135683622441,2.9261999998198007,2309.3643000001975,17919.304591836735
1780319678,200,,Aggregated,110.100000,0.000000,1300,1700,1800,1900,2000,2100,2200,2200,2300,2300,2300,2049,0,1300,1338.2857126891063,2.9261999998198007,2309.3643000001975,18083.140556368962
1780319679,200,,Aggregated,109.100000,0.000000,1300,1700,1900,1900,2000,2100,2200,2200,2300,2300,2300,2161,0,1300,1352.5086574271093,2.9261999998198007,2309.3643000001975,18057.706154558076
1780319680,200,,Aggregated,109.300000,0.000000,1300,1700,1900,1900,2000,2100,2200,2200,2300,2300,2300,2271,0,1300,1364.166538969609,2.9261999998198007,2309.3643000001975,18150.158960810215
1780319681,200,,Aggregated,107.000000,0.000000,1300,1700,1900,1900,2000,2100,2200,2200,2300,2300,2300,2377,0,1300,1372.5295882625078,2.9261999998198007,2309.3643000001975,18137.74463609592
1780319682,200,,Aggregated,108.000000,0.000000,1300,1800,1900,1900,2000,2100,2200,2200,2300,2300,2300,2477,0,1300,1381.1761099717341,2.9261999998198007,2309.3643000001975,18200.50504642713
1780319683,200,,Aggregated,106.200000,0.000000,1300,1800,1900,1900,2000,2100,2200,2200,2300,2300,2300,2585,0,1300,1392.6065727659511,2.9261999998198007,2309.3643000001975,18231.338104448743
1780319684,200,,Aggregated,102.600000,0.000000,1300,1800,1900,1900,2000,2100,2200,2200,2300,2300,2300,2691,0,1300,1401.1485519137802,2.9261999998198007,2309.3643000001975,18273.199925678186
1780319685,200,,Aggregated,103.700000,0.000000,1300,1800,1900,1900,2000,2100,2200,2200,2300,2300,2300,2802,0,1300,1406.769112598139,2.9261999998198007,2309.3643000001975,18279.37830121342
1780319686,200,,Aggregated,105.000000,0.000000,1300,1800,1900,1900,2000,2100,2100,2200,2300,2300,2300,2909,0,1300,1413.2317870745912,2.9261999998198007,2309.3643000001975,18323.057408044002
1780319687,200,,Aggregated,103.900000,0.000000,1300,1800,1900,1900,2000,2100,2100,2200,2300,2300,2300,3005,0,1300,1419.4012741763675,2.9261999998198007,2309.3643000001975,18430.518136439267
1780319688,200,,Aggregated,104.500000,0.000000,1300,1800,1900,1900,2000,2100,2100,2200,2300,2300,2300,3096,0,1300,1429.0143842700234,2.9261999998198007,2309.3643000001975,18524.580749354005
1780319689,200,,Aggregated,105.400000,0.000000,1300,1800,1900,1900,2000,2100,2200,2200,2300,2300,2300,3217,0,1300,1439.3151738887148,2.9261999998198007,2309.3643000001975,18499.142679515076
1780319690,200,,Aggregated,103.400000,0.000000,1300,1800,1900,2000,2000,2100,2200,2200,2300,2300,2300,3321,0,1300,1442.3553928334818,2.9261999998198007,2309.3643000001975,18490.2029509184
1780319691,200,,Aggregated,103.900000,0.000000,1300,1800,1900,1900,2000,2100,2200,2200,2300,2300,2300,3424,0,1300,1444.5886422605129,2.9261999998198007,2309.3643000001975,18542.216121495327
